"2951","010","0000004025","2951-010-1733","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1734","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1735","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1736","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1737","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1738","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1739","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1740","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1741","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1742","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1743","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1744","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1745","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1746","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1747","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1748","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1749","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1750","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1751","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1752","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1753","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1754","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1755","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1756","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1757","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1758","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1759","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1760","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1761","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1762","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1763","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1764","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1765","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1766","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1767","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1768","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1769","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1770","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1771","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1772","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1773","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1774","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1775","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1776","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1777","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1778","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1779","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1780","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1781","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1782","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1783","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1784","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1785","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1786","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1787","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1788","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1789","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1790","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1791","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1792","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1793","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1794","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1795","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1796","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1797","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1798","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1799","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1800","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1801","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1802","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
"2951","010","0000004125","2951-010-1803","20250625","0000004125","13","∂≈ º“≤02","äøéöÅ@éÅñºÇOÇQ","","","","002","005","","","","","010","20250723","","620050","","","20250723",
"2951","010","0000004225","2951-010-1804","20250625","0000004225","11","∂≈ º“≤03","äøéöÅ@éÅñºÇOÇR","","","","006","","","","","","009","20250723","","620019","","","20250723",
"2951","010","0000004025","2951-010-1805","20250625","0000004025","11","∂≈ º“≤01","äøéöÅ@éÅñºÇOÇP","","","","001","002","003","004","005","006","004","20250723","","620010","","","20250723",
